Subject,Topic,Difficulty,Estimated_Time,Prerequisite,Skill_Level,Recommended_Resource
Fluid Mechanics,Problem Solving using Flow Measurement,Intermediate,37,Flow Measurement: Practical Applications,2,Video
Fluid Mechanics,Common Mistakes in Flow Measurement,Intermediate,32,Problem Solving using Flow Measurement,3,Video
Fluid Mechanics,Hands-on Practice for Flow Measurement,Intermediate,34,Common Mistakes in Flow Measurement,2,Practice Problems
Fluid Mechanics,Advanced Flow Measurement Techniques,Advanced,64,Hands-on Practice for Flow Measurement,5,Interactive Lab
Fluid Mechanics,Flow Measurement: Case Study & Project Work,Advanced,80,Advanced Flow Measurement Techniques,4,Practice Problems
Fluid Mechanics,Mini Project on Flow Measurement,Advanced,120,Flow Measurement: Case Study & Project Work,5,Practice Problems
Fluid Mechanics,Real-world Applications of Flow Measurement,Advanced,109,Mini Project on Flow Measurement,4,Mini Project
Fluid Mechanics,Interview Questions on Flow Measurement,Advanced,116,Real-world Applications of Flow Measurement,5,Mini Project
Fluid Mechanics,Mastering Flow Measurement,Advanced,65,Interview Questions on Flow Measurement,4,Interactive Lab
Fluid Mechanics,Introduction to Pumps and Turbines,Beginner,17,Mastering Flow Measurement,1,Video
Fluid Mechanics,Fundamentals of Pumps and Turbines,Beginner,17,Introduction to Pumps and Turbines,1,Video
Fluid Mechanics,Quick Revision of Pumps and Turbines,Beginner,17,Fundamentals of Pumps and Turbines,2,Video
Fluid Mechanics,Essential Terminology of Pumps and Turbines,Beginner,23,Quick Revision of Pumps and Turbines,1,Quiz
Fluid Mechanics,Pumps and Turbines: Core Concepts,Intermediate,41,Essential Terminology of Pumps and Turbines,3,Quiz
Fluid Mechanics,Pumps and Turbines: Practical Applications,Intermediate,31,Pumps and Turbines: Core Concepts,3,Video
Fluid Mechanics,Problem Solving using Pumps and Turbines,Intermediate,42,Pumps and Turbines: Practical Applications,2,Video
Fluid Mechanics,Common Mistakes in Pumps and Turbines,Intermediate,51,Problem Solving using Pumps and Turbines,4,Case Study
Fluid Mechanics,Hands-on Practice for Pumps and Turbines,Intermediate,50,Common Mistakes in Pumps and Turbines,4,Quiz
Fluid Mechanics,Advanced Pumps and Turbines Techniques,Advanced,83,Hands-on Practice for Pumps and Turbines,5,Mini Project
Fluid Mechanics,Pumps and Turbines: Case Study & Project Work,Advanced,92,Advanced Pumps and Turbines Techniques,5,Practice Problems
Fluid Mechanics,Mini Project on Pumps and Turbines,Advanced,109,Pumps and Turbines: Case Study & Project Work,5,Practice Problems
Fluid Mechanics,Real-world Applications of Pumps and Turbines,Advanced,75,Mini Project on Pumps and Turbines,5,Practice Problems
Fluid Mechanics,Interview Questions on Pumps and Turbines,Advanced,71,Real-world Applications of Pumps and Turbines,4,Interactive Lab
Fluid Mechanics,Mastering Pumps and Turbines,Advanced,101,Interview Questions on Pumps and Turbines,4,Interactive Lab
Forensic Medicine,Introduction to Medico-legal Aspects,Beginner,28,None,2,PDF Notes
Forensic Medicine,Fundamentals of Medico-legal Aspects,Beginner,22,Introduction to Medico-legal Aspects,2,Quiz
Forensic Medicine,Quick Revision of Medico-legal Aspects,Beginner,26,Fundamentals of Medico-legal Aspects,1,PDF Notes
Forensic Medicine,Essential Terminology of Medico-legal Aspects,Beginner,21,Quick Revision of Medico-legal Aspects,2,PDF Notes
Forensic Medicine,Medico-legal Aspects: Core Concepts,Intermediate,42,Essential Terminology of Medico-legal Aspects,4,Case Study
Forensic Medicine,Medico-legal Aspects: Practical Applications,Intermediate,47,Medico-legal Aspects: Core Concepts,4,Case Study
Forensic Medicine,Problem Solving using Medico-legal Aspects,Intermediate,46,Medico-legal Aspects: Practical Applications,4,Quiz
Forensic Medicine,Common Mistakes in Medico-legal Aspects,Intermediate,51,Problem Solving using Medico-legal Aspects,2,Practice Problems
Forensic Medicine,Hands-on Practice for Medico-legal Aspects,Intermediate,53,Common Mistakes in Medico-legal Aspects,3,Quiz
Forensic Medicine,Advanced Medico-legal Aspects Techniques,Advanced,77,Hands-on Practice for Medico-legal Aspects,4,Practice Problems
Forensic Medicine,Medico-legal Aspects: Case Study & Project Work,Advanced,85,Advanced Medico-legal Aspects Techniques,4,Practice Problems
Forensic Medicine,Mini Project on Medico-legal Aspects,Advanced,114,Medico-legal Aspects: Case Study & Project Work,5,Case Study
Forensic Medicine,Real-world Applications of Medico-legal Aspects,Advanced,85,Mini Project on Medico-legal Aspects,5,Interactive Lab
Forensic Medicine,Interview Questions on Medico-legal Aspects,Advanced,82,Real-world Applications of Medico-legal Aspects,4,Mini Project
Forensic Medicine,Mastering Medico-legal Aspects,Advanced,74,Interview Questions on Medico-legal Aspects,4,Interactive Lab
Forensic Medicine,Introduction to Injuries and Wounds,Beginner,23,Mastering Medico-legal Aspects,1,Video
Forensic Medicine,Fundamentals of Injuries and Wounds,Beginner,21,Introduction to Injuries and Wounds,1,Quiz
Forensic Medicine,Quick Revision of Injuries and Wounds,Beginner,15,Fundamentals of Injuries and Wounds,2,PDF Notes
Forensic Medicine,Essential Terminology of Injuries and Wounds,Beginner,27,Quick Revision of Injuries and Wounds,2,PDF Notes
Forensic Medicine,Injuries and Wounds: Core Concepts,Intermediate,48,Essential Terminology of Injuries and Wounds,2,Video
Forensic Medicine,Injuries and Wounds: Practical Applications,Intermediate,53,Injuries and Wounds: Core Concepts,2,Practice Problems
Forensic Medicine,Problem Solving using Injuries and Wounds,Intermediate,52,Injuries and Wounds: Practical Applications,3,Practice Problems
Forensic Medicine,Common Mistakes in Injuries and Wounds,Intermediate,30,Problem Solving using Injuries and Wounds,4,Case Study
Forensic Medicine,Hands-on Practice for Injuries and Wounds,Intermediate,47,Common Mistakes in Injuries and Wounds,2,Quiz
Forensic Medicine,Advanced Injuries and Wounds Techniques,Advanced,91,Hands-on Practice for Injuries and Wounds,4,Mini Project
Forensic Medicine,Injuries and Wounds: Case Study & Project Work,Advanced,76,Advanced Injuries and Wounds Techniques,4,Case Study
Forensic Medicine,Mini Project on Injuries and Wounds,Advanced,65,Injuries and Wounds: Case Study & Project Work,4,Practice Problems
Forensic Medicine,Real-world Applications of Injuries and Wounds,Advanced,96,Mini Project on Injuries and Wounds,5,Practice Problems
Forensic Medicine,Interview Questions on Injuries and Wounds,Advanced,84,Real-world Applications of Injuries and Wounds,5,Mini Project
Forensic Medicine,Mastering Injuries and Wounds,Advanced,69,Interview Questions on Injuries and Wounds,5,Interactive Lab
Forensic Medicine,Introduction to Toxicology,Beginner,25,Mastering Injuries and Wounds,1,PDF Notes
Forensic Medicine,Fundamentals of Toxicology,Beginner,27,Introduction to Toxicology,1,PDF Notes
Forensic Medicine,Quick Revision of Toxicology,Beginner,29,Fundamentals of Toxicology,1,Quiz
Forensic Medicine,Essential Terminology of Toxicology,Beginner,30,Quick Revision of Toxicology,1,PDF Notes
Forensic Medicine,Toxicology: Core Concepts,Intermediate,45,Essential Terminology of Toxicology,3,Case Study
Forensic Medicine,Toxicology: Practical Applications,Intermediate,32,Toxicology: Core Concepts,2,Quiz
Forensic Medicine,Problem Solving using Toxicology,Intermediate,47,Toxicology: Practical Applications,4,Case Study
Forensic Medicine,Common Mistakes in Toxicology,Intermediate,45,Problem Solving using Toxicology,2,Case Study
Forensic Medicine,Hands-on Practice for Toxicology,Intermediate,38,Common Mistakes in Toxicology,3,Case Study
Forensic Medicine,Advanced Toxicology Techniques,Advanced,86,Hands-on Practice for Toxicology,5,Interactive Lab
Forensic Medicine,Toxicology: Case Study & Project Work,Advanced,61,Advanced Toxicology Techniques,4,Practice Problems
Forensic Medicine,Mini Project on Toxicology,Advanced,112,Toxicology: Case Study & Project Work,4,Mini Project
Forensic Medicine,Real-world Applications of Toxicology,Advanced,62,Mini Project on Toxicology,5,Mini Project
Forensic Medicine,Interview Questions on Toxicology,Advanced,98,Real-world Applications of Toxicology,4,Case Study
Forensic Medicine,Mastering Toxicology,Advanced,60,Interview Questions on Toxicology,4,Mini Project
Forensic Medicine,Introduction to Autopsy Procedures,Beginner,27,Mastering Toxicology,2,Quiz
Forensic Medicine,Fundamentals of Autopsy Procedures,Beginner,29,Introduction to Autopsy Procedures,1,PDF Notes
Forensic Medicine,Quick Revision of Autopsy Procedures,Beginner,23,Fundamentals of Autopsy Procedures,2,PDF Notes
Forensic Medicine,Essential Terminology of Autopsy Procedures,Beginner,20,Quick Revision of Autopsy Procedures,1,PDF Notes
Forensic Medicine,Autopsy Procedures: Core Concepts,Intermediate,60,Essential Terminology of Autopsy Procedures,3,Video
Forensic Medicine,Autopsy Procedures: Practical Applications,Intermediate,53,Autopsy Procedures: Core Concepts,4,Video
Forensic Medicine,Problem Solving using Autopsy Procedures,Intermediate,58,Autopsy Procedures: Practical Applications,3,Case Study
Forensic Medicine,Common Mistakes in Autopsy Procedures,Intermediate,46,Problem Solving using Autopsy Procedures,3,Case Study
Forensic Medicine,Hands-on Practice for Autopsy Procedures,Intermediate,33,Common Mistakes in Autopsy Procedures,3,Case Study
Forensic Medicine,Advanced Autopsy Procedures Techniques,Advanced,83,Hands-on Practice for Autopsy Procedures,4,Case Study
Forensic Medicine,Autopsy Procedures: Case Study & Project Work,Advanced,113,Advanced Autopsy Procedures Techniques,4,Interactive Lab
Forensic Medicine,Mini Project on Autopsy Procedures,Advanced,118,Autopsy Procedures: Case Study & Project Work,5,Practice Problems
Forensic Medicine,Real-world Applications of Autopsy Procedures,Advanced,77,Mini Project on Autopsy Procedures,5,Mini Project
Forensic Medicine,Interview Questions on Autopsy Procedures,Advanced,96,Real-world Applications of Autopsy Procedures,5,Interactive Lab
Forensic Medicine,Mastering Autopsy Procedures,Advanced,119,Interview Questions on Autopsy Procedures,4,Practice Problems
Geography,Introduction to Physical Geography,Beginner,22,None,2,PDF Notes
Geography,Fundamentals of Physical Geography,Beginner,24,Introduction to Physical Geography,2,Quiz
Geography,Quick Revision of Physical Geography,Beginner,28,Fundamentals of Physical Geography,1,Quiz
Geography,Essential Terminology of Physical Geography,Beginner,25,Quick Revision of Physical Geography,1,Quiz
Geography,Physical Geography: Core Concepts,Intermediate,60,Essential Terminology of Physical Geography,2,Case Study
Geography,Physical Geography: Practical Applications,Intermediate,36,Physical Geography: Core Concepts,3,Video
Geography,Problem Solving using Physical Geography,Intermediate,48,Physical Geography: Practical Applications,4,Video
Geography,Common Mistakes in Physical Geography,Intermediate,40,Problem Solving using Physical Geography,2,Quiz
Geography,Hands-on Practice for Physical Geography,Intermediate,44,Common Mistakes in Physical Geography,2,Practice Problems
Geography,Advanced Physical Geography Techniques,Advanced,102,Hands-on Practice for Physical Geography,5,Practice Problems
Geography,Physical Geography: Case Study & Project Work,Advanced,61,Advanced Physical Geography Techniques,5,Case Study
Geography,Mini Project on Physical Geography,Advanced,111,Physical Geography: Case Study & Project Work,5,Mini Project
Geography,Real-world Applications of Physical Geography,Advanced,109,Mini Project on Physical Geography,5,Case Study
Geography,Interview Questions on Physical Geography,Advanced,118,Real-world Applications of Physical Geography,5,Case Study
Geography,Mastering Physical Geography,Advanced,70,Interview Questions on Physical Geography,5,Practice Problems
Geography,Introduction to Human Geography,Beginner,16,Mastering Physical Geography,1,Video
Geography,Fundamentals of Human Geography,Beginner,25,Introduction to Human Geography,1,PDF Notes
Geography,Quick Revision of Human Geography,Beginner,21,Fundamentals of Human Geography,2,PDF Notes
Geography,Essential Terminology of Human Geography,Beginner,28,Quick Revision of Human Geography,2,PDF Notes
Geography,Human Geography: Core Concepts,Intermediate,32,Essential Terminology of Human Geography,2,Video
Geography,Human Geography: Practical Applications,Intermediate,40,Human Geography: Core Concepts,4,Case Study
Geography,Problem Solving using Human Geography,Intermediate,41,Human Geography: Practical Applications,4,Quiz
Geography,Common Mistakes in Human Geography,Intermediate,36,Problem Solving using Human Geography,3,Case Study
Geography,Hands-on Practice for Human Geography,Intermediate,57,Common Mistakes in Human Geography,4,Video
Geography,Advanced Human Geography Techniques,Advanced,84,Hands-on Practice for Human Geography,4,Mini Project
Geography,Human Geography: Case Study & Project Work,Advanced,102,Advanced Human Geography Techniques,4,Case Study
Geography,Mini Project on Human Geography,Advanced,107,Human Geography: Case Study & Project Work,5,Interactive Lab
